id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
51406,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,no
51407,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
51408,Women Tops & Tunics,10,green,fitted,crop,high,casual,solid,regular sleeves,zari woven,regular sleeves,no
51409,Women Tops & Tunics,10,white,fitted,regular,high,casual,default,default,short sleeves,regular sleeves,no
51410,Women Tops & Tunics,10,default,regular,regular,printed,party,short sleeves,regular sleeves,zari woven,regular sleeves,waist tie-ups
51411,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,no
51412,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,no
51413,Women Tops & Tunics,10,default,default,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51414,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51415,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,no
51416,Women Tops & Tunics,10,black,regular,regular,round neck,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,no
51417,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,solid,long sleeves,regular sleeves,no
51418,Women Tops & Tunics,10,pink,regular,regular,printed,casual,solid,solid,zari woven,regular sleeves,no
51419,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
51420,Women Tops & Tunics,10,yellow,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,no
51421,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,short sleeves,solid,zari woven,regular sleeves,knitted
51422,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,default,zari woven,regular sleeves,no
51423,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,no
51424,Women Tops & Tunics,10,black,fitted,regular,printed,casual,short sleeves,solid,long sleeves,regular sleeves,no
51425,Women Tops & Tunics,10,yellow,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,knitted
51426,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,no
51427,Women Tops & Tunics,10,default,regular,regular,printed,casual,solid,solid,zari woven,puff sleeves,no
51428,Women Tops & Tunics,10,yellow,fitted,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51429,Women Tops & Tunics,10,red,fitted,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51430,Women Tops & Tunics,10,default,regular,regular,square neck,casual,short sleeves,solid,zari woven,regular sleeves,no
51431,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
51432,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,regular sleeves,short sleeves,puff sleeves,no
51433,Women Tops & Tunics,10,black,regular,regular,v-neck,casual,solid,solid,short sleeves,default,ruffles
51434,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,tie-ups
51435,Women Tops & Tunics,10,navy blue,regular,crop,v-neck,casual,printed,default,short sleeves,regular sleeves,waist tie-ups
51436,Women Tops & Tunics,10,black,regular,crop,round neck,casual,default,solid,long sleeves,regular sleeves,default
51437,Women Tops & Tunics,10,default,regular,crop,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51438,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,no
51439,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,short sleeves,default,tie-ups
51440,Women Tops & Tunics,10,pink,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51441,Women Tops & Tunics,10,green,default,regular,high,casual,solid,solid,long sleeves,regular sleeves,default
51442,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,three-quarter sleeves,regular sleeves,no
51443,Women Tops & Tunics,10,black,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
51444,Women Tops & Tunics,10,white,regular,crop,printed,casual,printed,graphic,zari woven,regular sleeves,waist tie-ups
51445,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,no
51446,Women Tops & Tunics,10,blue,regular,regular,printed,casual,short sleeves,solid,three-quarter sleeves,regular sleeves,no
51447,Women Tops & Tunics,10,maroon,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,knitted
51448,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,no
51449,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51450,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,floral,long sleeves,regular sleeves,no
51451,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
51452,Women Tops & Tunics,10,white,fitted,crop,v-neck,party,solid,solid,long sleeves,regular sleeves,no
51453,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,printed,solid,three-quarter sleeves,regular sleeves,default
51454,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,no
51455,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,default,no
51456,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
51457,Women Tops & Tunics,10,pink,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51458,Women Tops & Tunics,10,default,fitted,regular,printed,casual,short sleeves,default,short sleeves,regular sleeves,no
51459,Women Tops & Tunics,10,maroon,fitted,crop,printed,casual,solid,regular sleeves,long sleeves,regular sleeves,knitted
51460,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51461,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51462,Women Tops & Tunics,10,pink,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,puff sleeves,no
51463,Women Tops & Tunics,10,navy blue,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted
51464,Women Tops & Tunics,10,default,fitted,regular,high,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,knitted
51465,Women Tops & Tunics,10,blue,regular,regular,high,casual,short sleeves,regular sleeves,short sleeves,default,no
51466,Women Tops & Tunics,10,pink,regular,regular,printed,casual,solid,solid,long sleeves,regular sleeves,tie-ups
51467,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51468,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
51469,Women Tops & Tunics,10,white,default,regular,default,casual,short sleeves,solid,sleeveless,regular sleeves,no
51470,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,waist tie-ups
51471,Women Tops & Tunics,10,default,fitted,crop,v-neck,casual,solid,regular sleeves,short sleeves,default,knitted
51472,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,no
51473,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
51474,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,puff sleeves,no
51475,Women Tops & Tunics,10,red,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,waist tie-ups
51476,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,default,default
51477,Women Tops & Tunics,10,default,default,regular,round neck,casual,solid,regular sleeves,zari woven,regular sleeves,no
51478,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,solid,sleeveless,regular sleeves,default
51479,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51480,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,waist tie-ups
51481,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51482,Women Tops & Tunics,10,maroon,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,no
51483,Women Tops & Tunics,10,green,default,regular,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default
51484,Women Tops & Tunics,10,default,fitted,crop,square neck,casual,solid,solid,long sleeves,regular sleeves,no
51485,Women Tops & Tunics,10,black,regular,regular,round neck,casual,default,default,long sleeves,regular sleeves,waist tie-ups
51486,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51487,Women Tops & Tunics,10,default,regular,regular,default,casual,short sleeves,default,three-quarter sleeves,regular sleeves,default
51488,Women Tops & Tunics,10,default,regular,crop,printed,casual,short sleeves,regular sleeves,sleeveless,regular sleeves,no
51489,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,regular sleeves,short sleeves,regular sleeves,no
51490,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,no
51491,Women Tops & Tunics,10,navy blue,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,no
51492,Women Tops & Tunics,10,white,fitted,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51493,Women Tops & Tunics,10,default,regular,regular,stylised,casual,solid,regular sleeves,short sleeves,puff sleeves,no
51494,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,quirky,short sleeves,sleeveless,no
51495,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,knitted
51496,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,no
51497,Women Tops & Tunics,10,white,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,default
51498,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,no
51499,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51500,Women Tops & Tunics,10,red,regular,regular,default,casual,short sleeves,regular sleeves,zari woven,regular sleeves,default
51501,Women Tops & Tunics,10,default,regular,regular,square neck,casual,short sleeves,solid,short sleeves,regular sleeves,no
51502,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,default
51503,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,no
51504,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,puff sleeves,no
51505,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,no
51506,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,puff sleeves,no
51507,Women Tops & Tunics,10,default,regular,crop,high,casual,solid,solid,short sleeves,regular sleeves,no
51508,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,applique
51509,Women Tops & Tunics,10,black,fitted,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
51510,Women Tops & Tunics,10,red,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
51511,Women Tops & Tunics,10,default,regular,regular,printed,casual,default,solid,zari woven,regular sleeves,no
51512,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,short sleeves,default,ruffles
51513,Women Tops & Tunics,10,black,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51514,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
51515,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
51516,Women Tops & Tunics,10,default,regular,regular,printed,casual,solid,regular sleeves,short sleeves,puff sleeves,no
51517,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,no
51518,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
51519,Women Tops & Tunics,10,yellow,fitted,crop,high,casual,default,solid,short sleeves,default,knitted
51520,Women Tops & Tunics,10,white,regular,regular,high,casual,solid,solid,zari woven,puff sleeves,no
51521,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,knitted
51522,Women Tops & Tunics,10,white,regular,regular,round neck,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,no
51523,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51524,Women Tops & Tunics,10,default,regular,regular,printed,casual,default,floral,three-quarter sleeves,regular sleeves,no
51525,Women Tops & Tunics,10,pink,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,no
51526,Women Tops & Tunics,10,peach,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
51527,Women Tops & Tunics,10,yellow,regular,regular,printed,casual,short sleeves,solid,long sleeves,regular sleeves,no
51528,Women Tops & Tunics,10,black,regular,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
51529,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51530,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,no
51531,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51532,Women Tops & Tunics,10,default,regular,regular,printed,casual,solid,solid,short sleeves,regular sleeves,no
51533,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,zari woven,puff sleeves,no
51534,Women Tops & Tunics,10,default,regular,regular,printed,casual,solid,solid,zari woven,regular sleeves,no
51535,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,no
51536,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,default
51537,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
51538,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,solid,long sleeves,regular sleeves,tie-ups
51539,Women Tops & Tunics,10,blue,default,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
51540,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,zari woven,puff sleeves,no
51541,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,short sleeves,solid,zari woven,regular sleeves,no
51542,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,default
51543,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,no
51544,Women Tops & Tunics,10,default,regular,regular,default,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,waist tie-ups
51545,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,no
51546,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,no
51547,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,no
51548,Women Tops & Tunics,10,default,regular,regular,printed,casual,default,regular sleeves,sleeveless,sleeveless,no
51549,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,no
51550,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,knitted
51551,Women Tops & Tunics,10,default,regular,regular,printed,casual,solid,regular sleeves,short sleeves,puff sleeves,no
51552,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,default,knitted
51553,Women Tops & Tunics,10,default,regular,crop,printed,casual,printed,default,long sleeves,regular sleeves,no
51554,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51555,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,regular sleeves,short sleeves,regular sleeves,no
51556,Women Tops & Tunics,10,default,regular,regular,round neck,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
51557,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,no
51558,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51559,Women Tops & Tunics,10,maroon,default,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,applique
51560,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51561,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51562,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,zari woven,regular sleeves,knitted
51563,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
51564,Women Tops & Tunics,10,pink,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51565,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,graphic,short sleeves,default,no
51566,Women Tops & Tunics,10,white,fitted,regular,printed,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,ruffles
51567,Women Tops & Tunics,10,black,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
51568,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,regular sleeves,long sleeves,regular sleeves,no
51569,Women Tops & Tunics,10,default,regular,regular,round neck,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
51570,Women Tops & Tunics,10,default,fitted,regular,printed,casual,printed,default,zari woven,regular sleeves,no
51571,Women Tops & Tunics,10,default,regular,regular,stylised,casual,solid,regular sleeves,zari woven,puff sleeves,no
51572,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,short sleeves,puff sleeves,no
51573,Women Tops & Tunics,10,yellow,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,no
51574,Women Tops & Tunics,10,maroon,boxy,regular,round neck,casual,printed,graphic,long sleeves,regular sleeves,no
51575,Women Tops & Tunics,10,multicolor,regular,regular,printed,casual,printed,default,short sleeves,puff sleeves,no
51576,Women Tops & Tunics,10,blue,regular,regular,high,casual,solid,solid,short sleeves,puff sleeves,knitted
51577,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51578,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,no
51579,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51580,Women Tops & Tunics,10,black,fitted,crop,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted
51581,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,default,short sleeves,regular sleeves,no
51582,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,zari woven,regular sleeves,knitted
51583,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,puff sleeves,knitted
51584,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
51585,Women Tops & Tunics,10,default,default,regular,v-neck,casual,solid,solid,short sleeves,regular sleeves,default
51586,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51587,Women Tops & Tunics,10,default,fitted,regular,high,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51588,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,no
51589,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,default
51590,Women Tops & Tunics,10,red,regular,regular,printed,casual,solid,regular sleeves,zari woven,puff sleeves,no
51591,Women Tops & Tunics,10,default,default,regular,round neck,casual,solid,regular sleeves,sleeveless,regular sleeves,no
51592,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,no
51593,Women Tops & Tunics,10,yellow,regular,regular,high,casual,solid,solid,short sleeves,default,no
51594,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,default
51595,Women Tops & Tunics,10,white,fitted,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,knitted
51596,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,default
51597,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,no
51598,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,short sleeves,regular sleeves,knitted
51599,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
51600,Women Tops & Tunics,10,default,regular,regular,printed,casual,printed,default,short sleeves,regular sleeves,no
51601,Women Tops & Tunics,10,red,default,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
51602,Women Tops & Tunics,10,pink,regular,crop,printed,casual,printed,regular sleeves,long sleeves,regular sleeves,no
51603,Women Tops & Tunics,10,pink,regular,regular,default,casual,printed,floral,three-quarter sleeves,regular sleeves,no
51604,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,short sleeves,solid,long sleeves,regular sleeves,no
51605,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
51606,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51607,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,no
51608,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
51609,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,solid,zari woven,regular sleeves,default
51610,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,default,knitted
51611,Women Tops & Tunics,10,blue,fitted,crop,high,casual,solid,solid,short sleeves,default,applique
51612,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,typography,sleeveless,sleeveless,no
51613,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,no
51614,Women Tops & Tunics,10,white,regular,regular,printed,casual,solid,solid,short sleeves,regular sleeves,no
51615,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
51616,Women Tops & Tunics,10,peach,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
51617,Women Tops & Tunics,10,default,regular,regular,stylised,casual,short sleeves,regular sleeves,short sleeves,puff sleeves,no
51618,Women Tops & Tunics,10,default,regular,regular,square neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51619,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
51620,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,long sleeves,puff sleeves,no
51621,Women Tops & Tunics,10,default,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
51622,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,three-quarter sleeves,default,no
51623,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,knitted
51624,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
51625,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,no
51626,Women Tops & Tunics,10,red,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,no
