id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
25889,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25890,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25891,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
25892,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25893,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25894,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25895,Kurtis,9,red,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25896,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25897,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25898,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25899,Kurtis,9,green,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25900,Kurtis,9,blue,regular,regular,party,default,default,default,zari woven,regular,no
25901,Kurtis,9,purple,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25902,Kurtis,9,red,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25903,Kurtis,9,green,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25904,Kurtis,9,grey,regular,regular,daily,default,default,default,three-quarter sleeves,regular,no
25905,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no
25906,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25907,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25908,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25909,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25910,Kurtis,9,maroon,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
25911,Kurtis,9,navy blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25912,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25913,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25914,Kurtis,9,black,straight,knee length,daily,net,default,solid,three-quarter sleeves,regular,no
25915,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25916,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25917,Kurtis,9,pink,regular,calf length,printed,default,default,default,three-quarter sleeves,regular,no
25918,Kurtis,9,default,a-line,calf length,printed,default,default,default,zari woven,regular sleeves,no
25919,Kurtis,9,navy blue,regular,regular,printed,default,default,default,three-quarter sleeves,regular,no
25920,Kurtis,9,green,regular,regular,printed,default,default,default,three-quarter sleeves,regular,no
25921,Kurtis,9,black,regular,regular,printed,default,default,default,three-quarter sleeves,regular,no
25922,Kurtis,9,black,regular,regular,printed,default,default,default,three-quarter sleeves,regular,no
25923,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25924,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25925,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25926,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25927,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25928,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25929,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25930,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25931,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
25932,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,short sleeves,regular,no
25933,Kurtis,9,blue,straight,knee length,daily,net,solid,solid,short sleeves,sleeveless,no
25934,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25935,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
25936,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25937,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no
25938,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no
25939,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no
25940,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no
25941,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no
25942,Kurtis,9,blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25943,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25944,Kurtis,9,default,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25945,Kurtis,9,purple,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25946,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25947,Kurtis,9,green,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25948,Kurtis,9,white,straight,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25949,Kurtis,9,multicolor,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25950,Kurtis,9,blue,a-line,calf length,daily,default,solid,solid,short sleeves,regular,no
25951,Kurtis,9,black,regular,regular,party,default,default,default,short sleeves,regular,no
25952,Kurtis,9,pink,regular,calf length,printed,default,default,default,three-quarter sleeves,regular,no
25953,Kurtis,9,pink,regular,regular,party,default,default,default,short sleeves,regular sleeves,no
25954,Kurtis,9,black,regular,regular,party,default,default,default,short sleeves,regular sleeves,no
25955,Kurtis,9,blue,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25956,Kurtis,9,red,regular,calf length,party,default,solid,solid,sleeveless,sleeveless,no
25957,Kurtis,9,green,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no
25958,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25959,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25960,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25961,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25962,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25963,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25964,Kurtis,9,pink,regular,calf length,printed,default,default,default,three-quarter sleeves,regular,no
25965,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
25966,Kurtis,9,blue,regular,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25967,Kurtis,9,black,a-line,calf length,printed,default,default,default,three-quarter sleeves,regular,no
25968,Kurtis,9,white,regular,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25969,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
25970,Kurtis,9,green,a-line,calf length,printed,default,default,default,three-quarter sleeves,regular,no
25971,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
25972,Kurtis,9,black,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
25973,Kurtis,9,white,a-line,calf length,daily,default,default,solid,three-quarter sleeves,regular,no
25974,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25975,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25976,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25977,Kurtis,9,green,a-line,calf length,daily,default,default,solid,three-quarter sleeves,regular,no
25978,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no
25979,Kurtis,9,navy blue,a-line,calf length,printed,default,default,default,three-quarter sleeves,regular,no
25980,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
25981,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
25982,Kurtis,9,red,straight,knee length,party,net,solid,solid,short sleeves,regular,no
25983,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no
25984,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no
25985,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no
25986,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
25987,Kurtis,9,black,regular,regular,daily,default,default,default,zari woven,regular,no
25988,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no
25989,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no
25990,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no
25991,Kurtis,9,black,regular,regular,daily,default,default,default,three-quarter sleeves,regular,no
25992,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25993,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
25994,Kurtis,9,grey,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
25995,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no
25996,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no
25997,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no
25998,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no
25999,Kurtis,9,black,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
26000,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
26001,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no
26002,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26003,Kurtis,9,maroon,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26004,Kurtis,9,red,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
26005,Kurtis,9,red,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
26006,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
26007,Kurtis,9,multicolor,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
26008,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no
26009,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no
26010,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no
26011,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no
26012,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26013,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26014,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26015,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26016,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26017,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26018,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no
26019,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no
26020,Kurtis,9,red,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no
26021,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no
26022,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26023,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26024,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26025,Kurtis,9,default,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
26026,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no
26027,Kurtis,9,green,straight,calf length,printed,default,solid,solid,three-quarter sleeves,regular sleeves,no
26028,Kurtis,9,default,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
26029,Kurtis,9,red,regular,calf length,printed,default,default,default,three-quarter sleeves,regular,no
26030,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26031,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26032,Kurtis,9,red,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,no
26033,Kurtis,9,yellow,a-line,calf length,party,net,solid,solid,three-quarter sleeves,regular,no
26034,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no
26035,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no
26036,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no
26037,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no
26038,Kurtis,9,navy blue,regular,calf length,printed,default,solid,solid,three-quarter sleeves,regular sleeves,no
26039,Kurtis,9,default,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
26040,Kurtis,9,blue,a-line,regular,daily,default,default,default,three-quarter sleeves,regular,no
26041,Kurtis,9,navy blue,straight,calf length,printed,default,solid,solid,three-quarter sleeves,regular sleeves,no
26042,Kurtis,9,default,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
26043,Kurtis,9,default,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
26044,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
26045,Kurtis,9,green,a-line,knee length,printed,default,solid,solid,three-quarter sleeves,regular sleeves,no
26046,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no
26047,Kurtis,9,grey,straight,calf length,printed,default,solid,solid,three-quarter sleeves,regular sleeves,no
26048,Kurtis,9,default,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no
26049,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26050,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no
26051,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no
26052,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26053,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26054,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26055,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26056,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26057,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26058,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26059,Kurtis,9,blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26060,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26061,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26062,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26063,Kurtis,9,navy blue,regular,calf length,party,default,default,default,three-quarter sleeves,regular,no
26064,Kurtis,9,maroon,regular,calf length,printed,default,solid,solid,three-quarter sleeves,regular,no
26065,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26066,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26067,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26068,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26069,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26070,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26071,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no
26072,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26073,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26074,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no
26075,Kurtis,9,pink,regular,regular,party,default,default,default,three-quarter sleeves,regular,no
26076,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26077,Kurtis,9,maroon,a-line,knee length,printed,default,solid,solid,three-quarter sleeves,regular,no
26078,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26079,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26080,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26081,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26082,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no
26083,Kurtis,9,default,regular,knee length,printed,default,default,default,three-quarter sleeves,sleeveless,no
